cust_name,cust_site_id,tca_system_id,gss_qry_vrsn,LogDate,LogDOW,LogTime,Timestamp,Hour,Minute10,RSSInterval,NodeGen,AMPS,CPUs,DBSRelease,PMCOD,WMCOD,IOCOD,MinMemSizeGB,MaxMemSizeGB,NumNodes,AvgCPUBusy,MaxCPUBusy,AvgPctOSCPU,MaxPctOSCPU,AvgPctIOWait,AvgRunQSz,MaxRunQSz,MaxPctIOWait,PctReadsCnt,PctReadsKB,AvgPosReadSec,AvgPreReadSec,AvgWriteSec,AvgIOPsSec,MaxIOPsSec,AvgMBSecNode,MaxMBSecNode,AvgReadMBSecNode,AvgWriteMBSecNode,TtlMBSecGen,TtlReadMBSecGen,TtlWriteMBSecGen,TtlPosReadSecGen,TtlPreReadSecGen,TtlWriteSecGen,KBRead,KBWrite,PermCacheEffKB,SpoolCacheEffKB,TotalCacheEffKB,PermCacheEffCnt,SpoolCacheEffCnt,PermDBCacheEffCnt,PermCICacheEffCnt,SpoolDBCacheEffCnt,SpoolCICacheEffCnt,LogPermDBSecNode_SVPR,LogPermCISecNode_SVPR,LogSpoolDBSecNode_SVPR,LogSpoolCISecNode_SVPR,PhySpoolDBSecNode_SVPR,PhySpoolCISecNode_SVPR,PhyPermDBSecNode_SVPR,PhyPermCISecNode_SVPR,LogPermReadSecNode_SVPR,LogSpoolReadSecNode_SVPR,LogPermReadMBSecNode_SVPR,LogSpoolReadMBSecNode_SVPR,PhyPermPosReadMBSecNode_SVPR,PhyPermPreReadMBSecNode_SVPR,PhySpoolPosReadMBSecNode_SVPR,PhySpoolPreReadMBSecNode_SVPR,PhyPermPosReadSecNode_SVPR,PhyPermPreReadSecNode_SVPR,PhySpoolPosReadSecNode_SVPR,PhySpoolPreReadSecNode_SVPR,PhyPermWriteSecNode_SVPR,PhySpoolWriteSecNode_SVPR,PhyPermWriteMBSecNode_SVPR,PhySpoolWriteMBSecNode_SVPR,TtlPhyPermReadMBSecNode_SVPR,TtlPhySpoolReadMBSecNode_SVPR,TtlPhyPermWriteMBSecNode_SVPR,TtlPhySpoolWriteMBSecNode_SVPR,TtlPhyPermReadsSecNode_SVPR,TtlPhySpoolReadsSecNode_SVPR,TtlPhyWriteSecNode_SVPR,TtlPhyWriteMBSecNode_SVPR,TtlLogReadMBSecNode_SVPR,TtlPhyReadMBSecNode_SVPR,CylReadRequestsSecNode_SVPR,CylReadSecNode_SVPR,CylReadBlocksSecNode_SVPR,CylReadDenThrSecNode_SVPR,CylReadDenCacheSecNode_SVPR,PermDirtyRelSecNode_SVPR,PermCleanRelSecNode_SVPR,PermDirtyRelMBSecNode_SVPR,PermCleanRelMBSecNode_SVPR,PermAgedWriteMBSecNode_SVPR,SpoolDirtyRelSecNode_SVPR,SpoolCleanRelSecNode_SVPR,SpoolDirtyRelMBSecNode_SVPR,SpoolCleanRelMBSecNode_SVPR,SpoolAgedWriteMBSecNode_SVPR,WALTJWriteMBSecNode_SVPR,WALTJDirtyRelMBSecNode_SVPR,PhysWALTJReadMBSecNode_SVPR,AvgPtPReadsSec,MaxPtPReadsSec,AvgPtPWritesSec,MaxPtPWritesSec,AvgPtPReadMBSec,MaxPtPReadMBSec,AvgPtPWriteMBSec,MaxPtPWriteMBSec,AvgBrdReadsSec,MaxBrdReadsSec,AvgBrdWritesSec,MaxBrdWritesSec,AvgBrdReadMBSec,MaxBrdReadMBSec,AvgBrdWriteMBSec,MaxBrdWriteMBSec,AvgPgSwapInSec,MaxPgSwapInSec,AvgPgSwapOutSec,MaxPgSwapOutSec,AvgHDDReadMBSecNode_SPDSK,MaxHDDReadMBSecNode_SPDSK,AvgHDDWriteMBSecNode_SPDSK,MaxHDDWriteMBSecNode_SPDSK,AvgHDDReadsSecNode_SPDSK,MaxHDDReadsSecNode_SPDSK,AvgHDDWritesSecNode_SPDSK,MaxHDDWritesSecNode_SPDSK,AvgHDDReadResp,MaxHDDReadResp,AvgHDDWriteResp,MaxHDDWriteResp,AvgSSDReadMBSecNode_SPDSK,MaxSSDReadMBSecNode_SPDSK,AvgSSDWriteMBSecNode_SPDSK,MaxSSDWriteMBSecNode_SPDSK,AvgSSDReadsSecNode_SPDSK,MaxSSDReadsSecNode_SPDSK,AvgSSDWritesSecNode_SPDSK,MaxSSDWritesSecNode_SPDSK,AvgSSDReadResp,MaxSSDReadResp,AvgSSDWriteResp,MaxSSDWriteResp,AvgWISSDReadMBSecNode_SPDSK,MaxWISSDReadMBSecNode_SPDSK,AvgWISSDWriteMBSecNode_SPDSK,MaxWISSDWriteMBSecNode_SPDSK,AvgWISSDReadsSecNode_SPDSK,MaxWISSDReadsSecNode_SPDSK,AvgWISSDWritesSecNode_SPDSK,MaxWISSDWritesSecNode_SPDSK,AvgWISSDReadResp,MaxWISSDReadResp,AvgWISSDWriteResp,MaxWISSDWriteResp,AvgRISSDReadMBSecNode_SPDSK,MaxRISSDReadMBSecNode_SPDSK,AvgRISSDWriteMBSecNode_SPDSK,MaxRISSDWriteMBSecNode_SPDSK,AvgRISSDReadsSecNode_SPDSK,MaxRISSDReadsSecNode_SPDSK,AvgRISSDWritesSecNode_SPDSK,MaxRISSDWritesSecNode_SPDSK,AvgRISSDReadResp,MaxRISSDReadResp,AvgRISSDWriteResp,MaxRISSDWriteResp,AvgPECPUBusy,MaxPECPUBusy,AvgGTWCPUBusy,MaxGTWCPUBusy,AvgAMPCPUBusy,MaxAMPCPUBusy,AvgGTW_PECPUBusy,MaxGTW_PECPUBusy,AvgVHAgedOut_SVPR,AvgVHAgedOutMBSecNode_SVPR,AvgLogVHReads_SVPR,AvgLogVHReadMBSecNode_SVPR,AvgPhysVHReads_SVPR,AvgPhysVHReadMBSecNode_SVPR,PreCompMBSecNode_SVPR,PostCompMBSecNode_SVPR,PreUnCompMBSecNode_SVPR,PostUnCompMBSecNode_SVPR,CompDBsSecNode_SVPR,UnCompDBsSecNode_SVPR,COMPCPU,UNCOMPCPU,PctCPUComp,PctCPUUnComp,CompRatioComp_SVPR,CompRatioUnComp_SVPR,TtlTCPUComp_Est1,TtlTCPUUnComp_Est1,TtlTCPUComp_Est2,TtlTCPUUnComp_Est2,TtlTCPUComp_Est3,TtlTCPUUnComp_Est3,CPUMSMBComp,CPUMSMBUnComp,AvgNtwReadMBSecNode,MaxNtwReadMBSecNode,AvgNtwWriteMBSecNode,MaxNtwWriteMBSecNode,TotalNtwReadMBSecNode,TotalNtwWriteMBSecNode,mnl_upld_ind
MENARD INC,MENARDS7,1902205,TD17v2.0,2/19/22,Sat,122000,2/19/22 12:20,12,20,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,3.624,1.263,115.878,39.812,0.177,4,3,0.062,32.198,43.879,272.399,36.181,649.798,958.378,333.378,83.803,30.963,36.772,47.031,502.819,220.632,282.187,1634.395,217.085,3898.785,122.025,74.115,93.351,99.953,94.35,94.853,99.633,95.137,98.02,100,99.427,4940.229,528.398,976.853,1459.222,0,8.363,240.241,10.46,5468.628,2436.076,525.029,93.604,31.669,3.238,0.037,0.007,250.701,30.795,8.363,0.588,160.513,11.835,9.719,0.057,34.907,0.044,9.719,0.057,281.496,8.952,321.027,9.776,618.633,34.951,4.798,4.798,365.428,0,0,192.378,4504.004,16.206,461.058,0,926.343,30.001,47.671,0.242,0,1.553,0,1.82,533.133,206.99,533.016,205.89,15.138,5.588,15.121,6.386,57.44,19.147,9.573,4.275,0.24,0.08,0.04,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.772,13.802,47.038,17.165,308.583,109.802,650.351,228.552,18.48,50,20.67,70,0.168,0.102,0.004,0.003,2.657,0.904,0.173,0.103,0,0,0,0,0,0,41.276,13.551,52.2,148,159.766,437.834,1687598.46,1491331.794,0.651,0.575,3.046,2.835,1.406,1.243,3.096,1.554,0.729,5.513,11.357,2.799,0.023,0.011,0.213,0.239,0.137,1.28,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/16/22,Wed,213000,2/16/22 21:30,21,30,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,2.677,0.935,93.138,31.726,0.088,3,3,0.033,36.415,42.324,271.961,4.799,483.248,760.008,269.23,67.95,27.478,28.759,39.191,407.698,172.555,235.143,1631.765,28.795,2899.485,106.408,83.045,80.894,100,83.13,81.096,100,79.359,96.074,100,100,1229.97,142.569,358.768,532.614,0,0,253.873,5.597,1372.539,891.382,147.376,19.536,28.158,0,0,0,259.47,0,0,0,110.038,0,5.966,0,28.158,0,5.966,0,259.47,0,220.077,5.966,166.912,28.158,4.799,4.799,117.317,0,0,24.953,943.421,2.069,112.714,0,336.362,0,2.804,0,0,0.973,0,0.601,63.401,26.928,63.385,26.415,1.365,0.588,1.363,0.492,27.645,9.215,4.608,2.307,0.107,0.036,0.018,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.76,12.035,39.199,15.445,276.748,101.862,483.405,168.332,7.453,150,12.973,200,0.056,0.056,0.002,0.001,1.914,0.643,0.058,0.056,0,0,0,0,0,0,3.909,1.273,101.256,361.231,13.252,767.088,153828.42,3126809.142,0.059,1.206,3.071,3.567,0.128,2.606,0.293,3.793,0.447,1.547,10.932,2.404,0.003,0.003,0.024,0.016,0.019,0.145,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/19/22,Sat,173000,2/19/22 17:30,17,30,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,1.726,0.609,135.199,47.159,0.091,4,2,0.032,31.798,41.259,232.109,4.8,508.141,745.05,267.337,71.529,30.414,29.512,42.017,429.176,177.072,252.104,1392.655,28.8,3048.845,127.561,84.673,50.263,100,56.09,67.881,100,57.476,92.705,100,100,481.028,201.62,117.967,180.561,0,0,204.553,14.709,682.648,298.528,56.921,7.554,28.311,0,0,0,219.262,0,0,0,128.06,0,8.406,0,28.311,0,8.406,0,219.262,0,256.12,8.406,64.475,28.311,4.8,4.8,236.041,0,0,116.541,154.862,11.795,10.865,0,117.728,0,1.911,0,0,1.253,0,1.201,202.967,72.232,202.951,71.44,1.801,0.67,1.801,0.646,32.25,10.75,5.375,3.062,0.059,0.02,0.01,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.523,12.908,42.032,17.513,237.01,85.115,508.524,182.395,8.349,30,17.744,60,0.081,0.057,0.002,0.001,0.959,0.323,0.083,0.057,0,0,0,0,0,0,31.782,10.596,13.697,41.15,102.24,130.672,1316698.839,388386.42,0.508,0.15,2.999,3.004,1.097,0.324,2.384,0.432,0.63,0.598,11.508,2.622,0.014,0.007,0.023,0.02,0.085,0.137,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/17/22,Thu,43000,2/17/22 4:30,4,30,600,7011,48,72,,100,82,82,504.2,504.2,6,101.294,34.523,26.777,9.432,1.252,5,32,0.423,32.81,52.078,309.742,34.44,704.848,1049.03,402.85,192.235,71.802,100.113,92.122,1153.41,600.677,552.733,1858.455,206.64,4229.085,297.852,133.835,99.782,100,99.789,99.892,100,99.802,99.987,100,100,78071.242,74089.038,407.302,355.36,0,0,154.191,9.398,152160.28,762.662,7984.866,231.894,17.376,0,0,0,163.588,0,0,0,308.269,9.556,50.341,0.299,17.376,0,50.341,0.299,163.588,0,616.538,50.64,8216.76,17.376,8.958,6.332,353.223,2.626,0,1269.308,76688.495,81.653,5579.58,0,390.558,0,205.79,0,0,17.657,0,82.737,10717.385,3736.42,10716.77,4022.512,69.793,26.284,69.762,29.615,19.345,6.448,3.224,1.613,0.059,0.02,0.01,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.13,37.122,92.306,34.739,344.086,139.238,705.131,263.648,122.144,240,98.101,440,0.034,0.024,0.897,0.347,97.861,33.214,0.931,0.37,0,0,0,0,0,0,163.25,47.911,5630.674,28246.941,253.686,77652.304,6252072.432,164609612,2.412,63.507,3.407,5.017,5.21,137.175,12.244,296.593,3.776,83.841,10.638,1.619,105.822,41.679,3.266,3.644,634.931,19.599,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/17/22,Thu,185000,2/17/22 18:50,18,50,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,8.682,2.964,193.941,65.387,3.928,3.5,14,1.5,24.046,78.413,2307.284,123.702,7678.878,10109.864,3406.752,272.502,92.144,213.677,58.824,1635.011,1282.064,352.947,13843.705,742.21,46073.27,90.007,7.844,92.163,99.999,92.431,97.575,99.989,95.56,99.893,100,99.982,50458.446,48704.645,803.764,1182.878,0,0.213,2240.376,52.182,99163.091,1986.642,2554.21,90.605,28.902,171.271,0.001,0,2292.558,112.396,0.213,0,401.604,0.823,9.254,0.005,200.173,0.001,9.254,0.035,2404.954,0.213,803.208,9.259,2644.814,200.175,61.568,34.658,4371.929,26.91,0,7193.396,42201.392,460.413,431.681,0,777.458,8.432,53.291,0.059,0.029,28.803,0,13.496,150.412,55.283,150.382,59.283,2.669,1.01,2.668,0.947,42.815,14.272,7.136,3.64,0.177,0.059,0.03,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.758,72.187,59.057,20.106,2431.054,818.763,7692.228,2606.347,40.503,410,78.41,320,0.087,0.079,0.003,0.002,8.303,2.786,0.09,0.081,0,0,0,0,0,0,14.524,4.866,144.196,440.533,48.768,1786.428,614257.686,3992567.4,0.237,1.54,2.985,3.055,0.512,3.327,1.089,4.626,0.694,26.819,11.748,2.518,0.008,0.004,0.299,0.447,0.045,1.795,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/15/22,Tue,42000,2/15/22 4:20,4,20,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,140.342,47.096,24.234,8.322,5.288,148,56,1.822,30.124,56.593,457.502,123.64,1348.043,1929.185,657.067,482.663,162.463,273.155,209.508,2895.975,1638.93,1257.045,2745.01,741.84,8088.26,481.313,159.146,99.682,100,99.696,99.89,99.996,99.83,99.995,100,99.995,88625.258,80362.962,1298.991,1602.706,0,0.088,150.569,3.666,168988.22,2901.697,9044.11,434.417,24.565,4.235,0.001,0,154.235,30.84,0.088,0.026,705.514,8.513,84.269,0.264,28.8,0.001,100.591,0.264,185.075,0.113,1411.028,84.532,9478.527,28.801,18.263,11.082,712.89,7.182,0,5437.592,83091.565,375.773,6144.878,16.323,1290.278,2.275,386.56,0.021,0,81.518,0,244.354,8778.645,2992.853,8777.97,3145.193,98.098,32.949,98.05,33.408,37.225,12.408,6.204,2.895,0.248,0.083,0.041,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.145,92.079,209.938,70.527,581.14,201.825,1348.871,455.573,311.5,570,192.627,530,0.056,0.039,1.101,0.403,136.337,45.632,1.157,0.442,0,0,0,0,0,0,272.317,65.223,6438.469,31751.529,626.837,87994.543,8129913.264,188405710.1,3.137,72.687,4.175,4.932,6.775,157.005,20.424,333.391,6.32,94.963,8.293,1.648,123.173,45.645,4.564,8.806,739.038,27.384,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/19/22,Sat,131000,2/19/22 13:10,13,10,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,7.032,2.476,64.789,23.225,3.669,3.5,2,1.285,79.996,85.914,232.167,2089.711,580.598,2902.475,999.43,279.038,95.398,239.733,39.305,1674.227,1438.398,235.829,1393,12538.265,3483.585,105.728,69.322,34.869,100,52.073,41.087,100,94.047,97.144,100,100,3504.159,408.68,1172.728,1692.019,0,0,208.59,11.672,3912.839,2864.747,365.452,131.183,26.131,211.891,0,0,220.262,2084.915,0,0,162.191,0.106,9.965,0.003,238.022,0,9.965,0.003,2305.177,0,324.382,9.968,496.635,238.022,4.796,4.796,346.449,0,0,168.918,1036.359,15.604,99.354,0,1170.02,0,78.295,0,0,1.499,0,1.711,368.843,136.835,368.758,135.648,7.894,3.073,7.888,2.756,55.095,18.365,9.182,3.45,0.197,0.066,0.033,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.73,81.326,39.306,14.077,2321.888,784.837,580.947,214.587,92.938,80,24.059,80,0.156,0.096,0.002,0.001,6.647,2.236,0.159,0.097,0,0,0,0,0,0,43.537,14.358,320.908,955.414,155.859,3138.276,1784907.702,9327013.425,0.689,3.598,3.032,2.977,1.487,7.773,3.265,10.032,0.747,3.837,11.388,2.712,0.022,0.01,0.03,0.028,0.133,0.182,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/19/22,Sat,70000,2/19/22 7:00,7,0,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,58.25,19.593,27.315,9.257,8.326,9.5,154,2.87,84.041,89.578,855.489,2788.152,691.902,4335.543,1470.352,703.732,238.087,630.392,73.34,4222.39,3782.351,440.039,5132.935,16728.915,4151.41,177.164,108.541,45.871,99.634,81.616,63.066,99.107,91.951,95.634,100,98.368,8953.109,578.54,5855.38,5875.508,0,95.867,720.638,25.261,9531.649,11730.888,1147.686,2276.875,161.265,459.963,5.466,2.873,745.898,2774.533,95.867,8.853,113.108,197.122,6.483,11.35,621.228,8.339,6.483,35.611,3520.432,104.72,226.215,17.833,3424.561,629.567,4.796,4.796,177.183,0,0,41.096,6457.085,2.504,688.674,0,5430.961,288.033,2053.478,31.404,24.261,1.005,0,0.844,2358.438,803.722,2357.762,794.182,269.759,91.281,269.613,90.269,58.25,19.417,9.708,5.28,0.535,0.178,0.089,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.669,211.848,74.141,26.395,3641.692,1226.678,692.716,242.86,239.337,440,77.813,790,0.203,0.245,0.003,0.001,56.564,19.002,0.206,0.246,0,0,0,0,0,0,186.284,30.326,803.019,2676.083,228.189,8057.261,4103874.828,27112666.41,1.583,10.46,6.143,3.333,3.42,22.594,13.971,28.099,0.486,12.051,6.12,2.814,0.004,0.002,0.155,0.097,0.022,0.93,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/20/22,Sun,80000,2/20/22 8:00,8,0,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,16.044,5.699,31.689,10.786,9.919,100,37,3.376,69.59,75.078,783.109,2188.051,1298.385,4269.545,1443.18,508.774,176.982,381.978,126.796,3052.644,2291.87,760.773,4698.655,13128.305,7790.31,131.648,100,57.345,97.494,61.886,82.378,98.104,88.894,97.587,100,98.771,4050.106,12497.034,562.883,1127.078,0,13.857,449.812,301.593,16547.14,1689.961,880.795,112.318,100.291,275.408,0.552,2.262,751.406,2164.599,13.857,18.185,408.82,35.494,14.415,2.966,375.699,2.815,14.415,74.677,2916.005,32.042,817.64,17.381,993.113,378.514,4.797,4.797,814.525,0,0,88.983,1538.232,5.536,160.526,0,905.571,37.522,142.023,3.886,71.711,2.283,0,3.469,313.611,109.923,313.297,110.805,4.087,1.71,4.084,1.414,44.165,14.722,7.36,4.02,1.251,0.417,0.208,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.73,131.357,126.744,45.589,2971.651,1017.987,1301.146,440.015,167.184,970,374.096,1400,0.087,0.066,0.002,0.001,15.71,5.591,0.089,0.066,0,0,0,0,0,0,245.717,76.267,521.923,1528.357,477.574,4097.654,8273417.199,15675487.52,3.192,6.048,3.222,2.928,6.895,13.063,18.429,16.048,1.081,9.248,9.353,2.849,0.004,0.002,0.126,0.22,0.026,0.756,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/20/22,Sun,192000,2/20/22 19:20,19,20,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,3.46,1.185,80.026,27.235,0.48,3.5,2,0.212,54.406,60.579,292.525,359.118,546.092,1197.736,435.287,116.903,42.425,70.819,46.084,701.421,424.916,276.505,1755.15,2154.71,3276.555,111.286,86.414,68.313,99.984,73.532,71.884,99.943,86.776,96.628,100,99.979,2058.923,190.761,462.882,655.237,0,0.138,272.267,6.433,2249.684,1118.118,220.635,43.536,31.509,38.404,0.002,0.006,278.7,353.819,0.138,0.501,132.85,0.683,10.348,0.009,69.912,0.007,10.348,0.009,632.519,0.639,265.7,10.358,264.171,69.92,4.798,4.798,182.832,0,0,63.102,1409.237,5.847,143.276,0,444.126,13.918,22.881,0.155,0,1.108,0,0.9,124.014,45.438,123.983,46.178,3.306,1.389,3.303,1.198,34.77,11.59,5.795,2.88,0.109,0.036,0.018,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.05,0.002,0.001,2.777,0.934,0.078,0.051,0,0,0,0,0,0,12.94,4.312,137.026,448.622,40.276,1266.644,535279.761,3950933.274,0.207,1.524,3.001,3.274,0.446,3.292,0.971,4.711,0.776,2.317,11.49,2.446,0.006,0.005,0.025,0.018,0.038,0.15,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/19/22,Sat,103000,2/19/22 10:30,10,30,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,6.635,2.328,57.256,20.036,2.801,3.5,5,0.978,75.367,78.21,289.833,1456.249,570.685,2316.768,789.145,236.083,82.381,184.641,51.442,1416.498,1107.844,308.654,1739,8737.495,3424.11,108.284,92.305,41.692,88.854,52.753,48.34,97.766,91.814,97.008,100,96.799,2991.277,301.402,518.84,751.28,0,24.048,244.859,9.018,3292.678,1270.12,296.934,90.982,30.922,142.214,8.529,1.612,253.878,1447.122,24.048,4.331,128.51,27.44,6.692,10.355,173.136,10.141,6.692,10.355,1700.999,28.379,257.02,17.047,387.916,183.278,4.797,4.797,268.608,0,0,134.612,1174.698,9.941,106.446,0,462.512,22.62,49.42,7.736,0,1.339,0,1.363,305.184,108.053,305.095,109.008,7.817,2.856,7.81,2.665,47.03,15.677,7.838,3.368,0.113,0.038,0.019,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.642,63.563,51.453,18.818,1746.08,591.667,571.064,197.573,82.046,290,149.533,1810,0.121,0.075,0.002,0.001,6.041,2.025,0.123,0.076,0,0,0,0,0,0,28.911,9.948,251.087,798.301,125.425,2618.405,1260456.669,7344721.14,0.486,2.834,2.906,3.179,1.05,6.121,2.168,8.382,0.502,3.118,12.11,2.556,0.017,0.007,0.025,0.016,0.102,0.148,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/20/22,Sun,183000,2/20/22 18:30,18,30,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,3.435,1.177,184.611,63.432,5.318,3.5,5,1.815,58.265,95.976,123.372,347.717,337.444,808.533,274.965,555.266,185.513,532.924,22.342,3331.593,3197.543,134.05,740.235,2086.3,2024.665,1158.409,67.797,6.568,100,8.244,92.104,100,98.074,97.972,100,100,5479.37,269.879,177.094,264.171,0,0,105.547,5.472,5749.249,441.265,569.327,10.398,12.286,519.648,0,0,111.019,342.921,0,0,88.672,0.007,5.793,0,531.934,0,5.793,0,453.94,0,177.345,5.793,579.725,531.934,63.494,57.461,5013.738,6.033,0,114.112,433.09,8.864,42.99,0,171.461,0,2.121,0,0,1.149,0,0.99,158.778,59.608,158.752,57.542,1.672,0.657,1.669,0.581,32.9,10.967,5.483,2.523,0.077,0.026,0.013,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.231,178.223,22.345,7.917,471.268,158.113,337.637,117,684.143,720,72.955,680,0.08,0.048,0.002,0.001,1.9,0.636,0.082,0.049,0,0,0,0,0,0,22.891,7.636,29.079,95.925,70.523,231.482,950308.728,878647.965,0.367,0.339,2.998,3.299,0.792,0.732,1.717,1.007,0.434,5.978,11.532,2.544,0.01,0.006,0.022,0.013,0.062,0.132,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/20/22,Sun,184000,2/20/22 18:40,18,40,600,7011,48,72,17.10.03.05,100,82,82,504.2,504.2,6,6.925,2.33,90.351,31.15,3.155,5.5,25,1.071,45.566,90.14,299.09,194.883,590.112,1084.086,365.08,349.899,118.095,315.397,34.501,2099.392,1892.383,207.009,1794.54,1169.3,3540.675,653.814,59.869,41.605,97.582,56.31,92.979,99.065,95.18,99.108,100,98.478,5254.76,1184.728,1143.961,1507.313,0,22.945,253.299,10.568,6439.488,2651.274,528.777,188.406,21.077,287.703,3.555,1.002,263.868,188.223,22.945,1.856,105.317,29.008,6.582,4.868,308.78,4.556,6.582,4.872,452.091,24.801,210.633,11.451,717.183,313.336,76.35,40.892,2500.121,35.458,0,356.358,2683.901,13.899,233.562,0,1060.53,25.468,132.916,2.708,0.004,1.763,0,2.069,430.458,158.698,430.305,160.047,28.401,9.823,28.367,9.625,45.6,15.2,7.6,3.34,0.146,0.049,0.024,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.075,106.335,34.519,11.917,493.782,166.852,590.771,200.312,289.824,470,80.166,1290,0.131,0.076,0.004,0.004,5.587,1.874,0.135,0.077,0,0,0,0,0,0,25.811,8.675,165.808,545.82,82.332,1632.789,1084913.088,4938068.661,0.419,1.905,2.976,3.292,0.904,4.115,1.936,5.731,0.494,5.552,11.676,2.513,0.012,0.007,0.459,0.774,0.072,2.756,0
MENARD INC,MENARDS7,1902205,TD17v2.0,2/17/22,Thu,115000,2/17/22 11:50,11,50,600,7011,48,72,17.10.03.05,100,100,100,504.2,504.2,6,81.207,27.348,30.224,10.272,2.834,4.5,154,1.001,38.032,40.167,468.186,422.079,1450.548,2340.813,799.565,263.622,91.253,105.89,157.732,1581.733,635.34,946.393,2809.115,2532.475,8703.29,121.797,111.349,95.901,99.334,98.313,97.072,99.272,98.782,99.675,100,98.971,17589.756,2555.344,15601.262,21238.103,0,218.498,214.322,8.317,20145.1,36839.366,1797.227,4242.49,36.542,37.128,8.216,20.027,222.639,367.283,218.498,49.509,226.694,404.318,16.453,82.649,73.67,28.243,16.453,101.747,589.922,268.007,453.388,99.102,6039.717,101.913,4.799,4.799,893.58,0,0,592.282,16434.962,58.224,1589.5,0,14850.961,412.862,3515.103,54.526,19.098,2.605,0,3.977,3060.902,1098.417,3060.148,1074.615,223.436,80.89,223.326,76.273,258.879,86.295,43.137,16.217,1.813,0.604,0.302,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.883,37.968,158.485,54.039,890.226,317.385,1452.361,491.63,21.548,490,113.946,810,0.608,0.288,0.136,0.07,78.396,26.443,0.744,0.335,0,0,0,0,0,0,171.51,56.007,1702.179,5638.632,317.802,16588.85,8207545.089,56796984.76,3.166,21.912,3.062,3.313,6.84,47.331,12.863,59.206,1.234,18.871,13.293,2.798,0.059,0.029,24.593,12.324,0.352,147.556,0
